LSLNC000077	NONHSAG000275	NONHSAT000724	1	rs10462020	Type 2 diabetes
LSLNC001627	NONHSAG027015	NONHSAT069183	2	rs3749064	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001627	NONHSAG027015	NONHSAT069183	2	rs12987096	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001627	NONHSAG027015	NONHSAT069183	2	rs13013185	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001627	NONHSAG027015	NONHSAT069183	2	rs13017814	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001647	NONHSAG027361	NONHSAT069835	2	rs6719289	Type 2 diabetes, combined control dataset
LSLNC001647	NONHSAG027361	NONHSAT069835	2	rs6738334	Type 2 diabetes
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs6710333	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs12987384	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs12987494	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs11685904	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs12997569	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs1589749	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs2349099	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs2349099	Type 2 diabetes
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs3792243	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs1404054	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs2056581	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs11679449	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs12992138	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs11901588	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs1916838	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001671	NONHSAG027724	NONHSAT070627	2	rs11677854	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC001684	NONHSAG027920	NONHSAT071038	2	rs6714241	Type 2 diabetes
LSLNC001696	NONHSAG028188	NONHSAT071636	2	rs7609273	Type 2 diabetes, combined control dataset
LSLNC001700	NONHSAG028193	NONHSAT071643	2	rs4777	Type 2 diabetes
LSLNC001701	NONHSAG028193	NONHSAT071644	2	rs4777	Type 2 diabetes
LSLNC001702	NONHSAG028193	NONHSAT071645	2	rs4777	Type 2 diabetes
LSLNC001727	NONHSAG028719	NONHSAT072798	2	rs2305159	Type 2 diabetes
LSLNC001728	NONHSAG028719	NONHSAT072799	2	rs2305159	Type 2 diabetes
LSLNC001733	NONHSAG028748	NONHSAT072848	2	rs3732134	Type 2 diabetes
LSLNC001758	NONHSAG029097	NONHSAT073971	2	rs11693193	Type 2 diabetes
LSLNC001759	NONHSAG029097	NONHSAT073972	2	rs11693193	Type 2 diabetes
LSLNC001760	NONHSAG029097	NONHSAT073973	2	rs11693193	Type 2 diabetes
LSLNC001761	NONHSAG029104	NONHSAT073984	2	rs6722377	Type 2 diabetes, combined control dataset
LSLNC001774	NONHSAG029357	NONHSAT074567	2	rs1942055	Type 2 diabetes
LSLNC001782	NONHSAG029447	NONHSAT074731	2	rs2381466	Type 2 diabetes
LSLNC001782	NONHSAG029447	NONHSAT074731	2	rs13405986	Type 2 diabetes, gender differentiated
LSLNC001782	NONHSAG029447	NONHSAT074731	2	rs11897813	Type 2 diabetes
LSLNC001783	NONHSAG029448	NONHSAT074732	2	rs2381466	Type 2 diabetes
LSLNC001783	NONHSAG029448	NONHSAT074732	2	rs13405986	Type 2 diabetes, gender differentiated
LSLNC001783	NONHSAG029448	NONHSAT074732	2	rs11897813	Type 2 diabetes
LSLNC001783	NONHSAG029448	NONHSAT074732	2	rs6731747	Type 2 diabetes
LSLNC001783	NONHSAG029448	NONHSAT074732	2	rs4662339	Type 2 diabetes
LSLNC001784	NONHSAG029448	NONHSAT074733	2	rs2381466	Type 2 diabetes
LSLNC001784	NONHSAG029448	NONHSAT074733	2	rs13405986	Type 2 diabetes, gender differentiated
LSLNC001784	NONHSAG029448	NONHSAT074733	2	rs11897813	Type 2 diabetes
LSLNC001785	NONHSAG029448	NONHSAT074734	2	rs2381466	Type 2 diabetes
LSLNC001785	NONHSAG029448	NONHSAT074734	2	rs13405986	Type 2 diabetes, gender differentiated
LSLNC001785	NONHSAG029448	NONHSAT074734	2	rs11897813	Type 2 diabetes
LSLNC001786	NONHSAG029450	NONHSAT074740	2	rs6731747	Type 2 diabetes
LSLNC001786	NONHSAG029450	NONHSAT074740	2	rs4662339	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs10190735	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs1533522	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs4080303	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs4672721	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs4673885	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs6435841	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs6739136	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs7577643	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs7606845	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs10173431	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs10196683	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs12466043	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs16852400	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs4673886	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs7580615	Type 2 diabetes
LSLNC001921	NONHSAG030432	NONHSAT076721	2	rs7580899	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs10190735	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs1533522	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs4080303	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs4672721	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs4673885	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs6435841	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs6739136	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs7577643	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs7606845	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs10173431	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs10196683	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs12466043	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs16852400	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs4673886	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs7580615	Type 2 diabetes
LSLNC001922	NONHSAG030432	NONHSAT076722	2	rs7580899	Type 2 diabetes
LSLNC001924	NONHSAG030473	NONHSAT076800	2	rs12615939	Type 2 diabetes, combined control dataset
LSLNC001951	NONHSAG030742	NONHSAT077294	2	rs10498252	Type 2 diabetes
LSLNC001951	NONHSAG030742	NONHSAT077294	2	rs10498252	Body mass index (BMI) in Type 2 diabetes
LSLNC001951	NONHSAG030742	NONHSAT077294	2	rs10933342	Body mass index (BMI) in Type 2 diabetes
LSLNC001951	NONHSAG030742	NONHSAT077294	2	rs10933342	Type 2 diabetes
LSLNC001952	NONHSAG030742	NONHSAT077295	2	rs10498252	Type 2 diabetes
LSLNC001952	NONHSAG030742	NONHSAT077295	2	rs10498252	Body mass index (BMI) in Type 2 diabetes
LSLNC001952	NONHSAG030742	NONHSAT077295	2	rs10933342	Body mass index (BMI) in Type 2 diabetes
LSLNC001952	NONHSAG030742	NONHSAT077295	2	rs10933342	Type 2 diabetes
LSLNC001985	NONHSAG031005	NONHSAT077872	2	rs7571117	Type 2 diabetes
LSLNC001997	NONHSAG027549	NONHSAT147082	2	rs379410	Type 2 diabetes
LSLNC001997	NONHSAG027549	NONHSAT147082	2	rs430314	Type 2 diabetes
LSLNC002018	NONHSAG034314	NONHSAT087632	3	rs2322830	Height in Type 2 diabetes cases
LSLNC002018	NONHSAG034314	NONHSAT087632	3	rs2322830	Type 2 diabetes
LSLNC002018	NONHSAG034314	NONHSAT087632	3	rs4685803	Height in Type 2 diabetes cases
LSLNC002018	NONHSAG034314	NONHSAT087632	3	rs4685804	Type 2 diabetes
LSLNC002018	NONHSAG034314	NONHSAT087632	3	rs4685804	Height in Type 2 diabetes cases
LSLNC002029	NONHSAG034326	NONHSAT087656	3	rs459289	Body mass index (BMI) in Type 2 diabetes
LSLNC002029	NONHSAG034326	NONHSAT087656	3	rs459289	Weight in Type 2 diabetes
LSLNC002029	NONHSAG034326	NONHSAT087656	3	rs459289	Waist circumference in Type 2 diabetes
LSLNC002080	NONHSAG034531	NONHSAT088478	3	rs17041248	Type 2 diabetes
LSLNC002085	NONHSAG034548	NONHSAT088507	3	rs859702	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs11714144	Height in Type 2 diabetes cases
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs11714144	Type 2 diabetes
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs17076767	Type 2 diabetes, combined control dataset
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs1714415	Type 2 diabetes
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs6769124	Type 2 diabetes
LSLNC002155	NONHSAG034824	NONHSAT089146	3	rs7644643	Type 2 diabetes
LSLNC002156	NONHSAG034824	NONHSAT089149	3	rs7644643	Type 2 diabetes
LSLNC002157	NONHSAG034824	NONHSAT089150	3	rs7644643	Type 2 diabetes
LSLNC002158	NONHSAG034824	NONHSAT089151	3	rs7644643	Type 2 diabetes
LSLNC002159	NONHSAG034827	NONHSAT089153	3	rs6805026	Type 2 diabetes, combined control dataset
LSLNC002159	NONHSAG034827	NONHSAT089153	3	rs7615540	Type 2 diabetes, combined control dataset
LSLNC002167	NONHSAG034845	NONHSAT089187	3	rs13072632	Type 2 diabetes, combined control dataset
LSLNC002184	NONHSAG034879	NONHSAT089261	3	rs6773675	Type 2 diabetes, combined control dataset
LSLNC002224	NONHSAG035095	NONHSAT089771	3	rs7616171	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC002242	NONHSAG035246	NONHSAT090066	3	rs7650541	Type 2 diabetes
LSLNC002246	NONHSAG035285	NONHSAT090141	3	rs11710358	Type 2 diabetes
LSLNC002246	NONHSAG035285	NONHSAT090141	3	rs753819	Type 2 diabetes
LSLNC002246	NONHSAG035285	NONHSAT090141	3	rs753821	Type 2 diabetes
LSLNC002254	NONHSAG035321	NONHSAT090226	3	rs166230	Type 2 diabetes
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs4611812	Type 2 diabetes (females)
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs4611812	Type 2 diabetes (males)
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs4607103	Type 2 diabetes
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs4607103	Type 2 diabetes adjusted for body mass index (BMI), age, gender
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs6795735	Type 2 diabetes
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs918466	Type 2 diabetes
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs9860730	Type 2 diabetes, combined control dataset
LSLNC002272	NONHSAG035335	NONHSAT090261	3	rs10510925	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs4611812	Type 2 diabetes (females)
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs4611812	Type 2 diabetes (males)
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs4607103	Type 2 diabetes
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs4607103	Type 2 diabetes adjusted for body mass index (BMI), age, gender
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs6795735	Type 2 diabetes
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs918466	Type 2 diabetes
LSLNC002273	NONHSAG035335	NONHSAT090263	3	rs9860730	Type 2 diabetes, combined control dataset
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs4611812	Type 2 diabetes (females)
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs4611812	Type 2 diabetes (males)
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs4607103	Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs4607103	Type 2 diabetes adjusted for body mass index (BMI), age, gender
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs6795735	Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs918466	Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs9860730	Type 2 diabetes, combined control dataset
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs10510925	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs704447	Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs704447	Body mass index (BMI) in Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs793290	Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs793290	Body mass index (BMI) in Type 2 diabetes
LSLNC002274	NONHSAG035335	NONHSAT090264	3	rs793290	Waist circumference in Type 2 diabetes
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs4611812	Type 2 diabetes (females)
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs4611812	Type 2 diabetes (males)
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs4607103	Type 2 diabetes
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs4607103	Type 2 diabetes adjusted for body mass index (BMI), age, gender
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs6795735	Type 2 diabetes
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs918466	Type 2 diabetes
LSLNC002275	NONHSAG035335	NONHSAT090265	3	rs9860730	Type 2 diabetes, combined control dataset
LSLNC002280	NONHSAG035335	NONHSAT090279	3	rs6767418	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs12488463	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs1745	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs7375020	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs9862298	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs937858	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs9809889	Type 2 diabetes
LSLNC002287	NONHSAG035369	NONHSAT090334	3	rs2271121	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs12488463	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs1745	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs7375020	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs9862298	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs937858	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs9809889	Type 2 diabetes
LSLNC002288	NONHSAG035369	NONHSAT090337	3	rs2271121	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs12488463	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs1745	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs7375020	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs9862298	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs937858	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs9809889	Type 2 diabetes
LSLNC002289	NONHSAG035369	NONHSAT090338	3	rs2271121	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs12488463	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs1745	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs7375020	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs9862298	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs937858	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs9809889	Type 2 diabetes
LSLNC002290	NONHSAG035369	NONHSAT090339	3	rs2271121	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs12488463	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs1745	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs7375020	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs9862298	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs937858	Type 2 diabetes
LSLNC002291	NONHSAG035369	NONHSAT090340	3	rs2271121	Type 2 diabetes
LSLNC002292	NONHSAG035369	NONHSAT090341	3	rs12488463	Type 2 diabetes
LSLNC002292	NONHSAG035369	NONHSAT090341	3	rs1745	Type 2 diabetes
LSLNC002292	NONHSAG035369	NONHSAT090341	3	rs7375020	Type 2 diabetes
LSLNC002292	NONHSAG035369	NONHSAT090341	3	rs9862298	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs12488463	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs1745	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs7375020	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs9862298	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs937858	Type 2 diabetes
LSLNC002293	NONHSAG035369	NONHSAT090342	3	rs2271121	Type 2 diabetes
LSLNC002294	NONHSAG035369	NONHSAT090343	3	rs12488463	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs12488463	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs1745	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs7375020	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs9862298	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs937858	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs9809889	Type 2 diabetes
LSLNC002295	NONHSAG035369	NONHSAT090344	3	rs2271121	Type 2 diabetes
LSLNC002296	NONHSAG035369	NONHSAT090347	3	rs9809889	Type 2 diabetes
LSLNC002347	NONHSAG035930	NONHSAT091572	3	rs702037	Type 2 diabetes
LSLNC002347	NONHSAG035930	NONHSAT091572	3	rs702037	Body mass index (BMI) in Type 2 diabetes
LSLNC002347	NONHSAG035930	NONHSAT091572	3	rs702037	Weight in Type 2 diabetes
LSLNC002349	NONHSAG035946	NONHSAT091597	3	rs11717181	Type 2 diabetes
LSLNC002358	NONHSAG035963	NONHSAT091647	3	rs1127717	Type 2 diabetes
LSLNC002359	NONHSAG035965	NONHSAT091649	3	rs16837262	Height in Type 2 diabetes cases
LSLNC002360	NONHSAG035965	NONHSAT091650	3	rs16837262	Height in Type 2 diabetes cases
LSLNC002378	NONHSAG036115	NONHSAT092172	3	rs6805662	Type 2 diabetes
LSLNC002378	NONHSAG036115	NONHSAT092172	3	rs7632744	Type 2 diabetes
LSLNC002378	NONHSAG036115	NONHSAT092172	3	rs7652595	Type 2 diabetes
LSLNC002394	NONHSAG036212	NONHSAT092365	3	rs2289345	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs2289345	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs6439863	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs2278577	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs3772875	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs7651618	Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs10935337	Body mass index (BMI) in Type 2 diabetes
LSLNC002395	NONHSAG036212	NONHSAT092366	3	rs10935337	Type 2 diabetes
LSLNC002399	NONHSAG036212	NONHSAT092376	3	rs10935337	Body mass index (BMI) in Type 2 diabetes
LSLNC002399	NONHSAG036212	NONHSAT092376	3	rs10935337	Type 2 diabetes
LSLNC002433	NONHSAG036493	NONHSAT092907	3	rs12637261	Type 2 diabetes
LSLNC002433	NONHSAG036493	NONHSAT092907	3	rs16827563	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC002527	NONHSAG035215	NONHSAT090012	3	rs9841694	Waist hip ratio in Type 2 diabetes
LSLNC002527	NONHSAG035215	NONHSAT090012	3	rs9841694	Type 2 diabetes
LSLNC002536	NONHSAG035305	NONHSAT090179	3	rs9813294	Type 2 diabetes
LSLNC002537	NONHSAG035305	NONHSAT090180	3	rs9813294	Type 2 diabetes
LSLNC002538	NONHSAG035305	NONHSAT090181	3	rs9813294	Type 2 diabetes
LSLNC002539	NONHSAG035305	NONHSAT090182	3	rs9813294	Type 2 diabetes
LSLNC002540	NONHSAG035305	NONHSAT090183	3	rs9813294	Type 2 diabetes
LSLNC002572	NONHSAG035677	NONHSAT091050	3	rs793551	Type 2 diabetes, combined control dataset
LSLNC002642	NONHSAG036431	NONHSAT092784	3	rs1880034	Type 2 diabetes
LSLNC002642	NONHSAG036431	NONHSAT092784	3	rs6771021	Type 2 diabetes
LSLNC002642	NONHSAG036431	NONHSAT092784	3	rs6808058	Type 2 diabetes
LSLNC002642	NONHSAG036431	NONHSAT092784	3	rs6769589	Type 2 diabetes
LSLNC002643	NONHSAG036436	NONHSAT092795	3	rs6766612	Type 2 diabetes
LSLNC002643	NONHSAG036436	NONHSAT092795	3	rs1727936	Type 2 diabetes
LSLNC002645	NONHSAG036436	NONHSAT092797	3	rs6766612	Type 2 diabetes
LSLNC002645	NONHSAG036436	NONHSAT092797	3	rs1727936	Type 2 diabetes
LSLNC002646	NONHSAG036436	NONHSAT092798	3	rs6766612	Type 2 diabetes
LSLNC002646	NONHSAG036436	NONHSAT092798	3	rs1727936	Type 2 diabetes
LSLNC002647	NONHSAG036436	NONHSAT092799	3	rs6766612	Type 2 diabetes
LSLNC002647	NONHSAG036436	NONHSAT092799	3	rs1727936	Type 2 diabetes
LSLNC002672	NONHSAG036670	NONHSAT093243	3	rs7428410	Type 2 diabetes
LSLNC002681	NONHSAG036736	NONHSAT093375	3	rs1600052	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC002681	NONHSAG036736	NONHSAT093375	3	rs7615444	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC002707	NONHSAG036974	NONHSAT093961	3	rs10048931	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC002757	NONHSAG037297	NONHSAT094781	4	rs3135061	Diabetic retinopathy in Type 2 diabetes mellitus
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs1801212	Type 2 diabetes
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs1801214	Type 2 diabetes
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs1801214	Type 2 diabetes (males)
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs1801214	Type 2 diabetes (females)
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs1801214	Type 2 diabetes without obesity
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs4580722	Type 2 diabetes
LSLNC002776	NONHSAG037390	NONHSAT094990	4	rs734312	Type 2 diabetes
LSLNC002777	NONHSAG037390	NONHSAT094994	4	rs4580722	Type 2 diabetes
LSLNC002779	NONHSAG037420	NONHSAT095059	4	rs2285766	Type 2 diabetes
LSLNC002779	NONHSAG037420	NONHSAT095059	4	rs16841187	Type 2 diabetes
LSLNC002780	NONHSAG037420	NONHSAT095060	4	rs2285766	Type 2 diabetes
LSLNC002780	NONHSAG037420	NONHSAT095060	4	rs16841187	Type 2 diabetes
LSLNC002788	NONHSAG037536	NONHSAT095614	4	rs16891737	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC002793	NONHSAG037566	NONHSAT095689	4	rs4698483	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC002794	NONHSAG037566	NONHSAT095690	4	rs4698483	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC002874	NONHSAG038090	NONHSAT096707	4	rs17635850	Type 2 diabetes
LSLNC002919	NONHSAG038386	NONHSAT097317	4	rs2615486	Type 2 diabetes
LSLNC002919	NONHSAG038386	NONHSAT097317	4	rs936736	Type 2 diabetes
LSLNC002932	NONHSAG038419	NONHSAT097388	4	rs2220909	Type 2 diabetes
LSLNC002932	NONHSAG038419	NONHSAT097388	4	rs17793404	Type 2 diabetes
LSLNC002932	NONHSAG038419	NONHSAT097388	4	rs10018310	Type 2 diabetes
LSLNC002933	NONHSAG038419	NONHSAT097394	4	rs2220909	Type 2 diabetes
LSLNC002933	NONHSAG038419	NONHSAT097394	4	rs17793404	Type 2 diabetes
LSLNC002933	NONHSAG038419	NONHSAT097394	4	rs10018310	Type 2 diabetes
LSLNC002934	NONHSAG038419	NONHSAT097395	4	rs2220909	Type 2 diabetes
LSLNC002934	NONHSAG038419	NONHSAT097395	4	rs17793404	Type 2 diabetes
LSLNC002934	NONHSAG038419	NONHSAT097395	4	rs10018310	Type 2 diabetes
LSLNC002935	NONHSAG038419	NONHSAT097396	4	rs2220909	Type 2 diabetes
LSLNC002936	NONHSAG038419	NONHSAT097397	4	rs2220909	Type 2 diabetes
LSLNC002937	NONHSAG038419	NONHSAT097399	4	rs17793404	Type 2 diabetes
LSLNC002938	NONHSAG038419	NONHSAT097400	4	rs17793404	Type 2 diabetes
LSLNC002939	NONHSAG038419	NONHSAT097401	4	rs17793404	Type 2 diabetes
LSLNC002939	NONHSAG038419	NONHSAT097401	4	rs10018310	Type 2 diabetes
LSLNC002966	NONHSAG038503	NONHSAT097553	4	rs17620559	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC002978	NONHSAG038551	NONHSAT097651	4	rs2023838	Type 2 diabetes, combined control dataset
