SNPID,Position,Disease/Trait name,P value,PMID,Chr
rs10913265,176832273,"Type 2 diabetes, combined control dataset, gender differentiated",0.000509,17554300,1
rs10913275,176878265,Type 2 diabetes,0.0008119999999999999,17463246,1
rs10914141,171947316,"Type 2 diabetes, combined control dataset, gender differentiated",1.05e-05,17554300,1
rs10914446,32054094,Type 2 diabetes,0.000265,17463246,1
rs10914667,30423829,Type 2 diabetes,0.00022200000000000003,17463246,1
rs10915140,30985651,Type 2 diabetes,0.000162,22961080,1
rs10915310,5068210,Type 2 diabetes,0.000106,17463246,1
rs10915413,5371579,"Type 2 diabetes, gender differentiated",0.000213,17554300,1
rs10915670,4975417,Diabetes Mellitus,1.6e-05,pha003060,1
rs10915928,226266440,Type 2 diabetes,0.000393,17463246,1
rs10915942,226305741,Diabetic retinopathy in Type 2 diabetes mellitus,0.00043200000000000004,23562823,1
rs10916147,227625991,Type 2 diabetes,0.00048499999999999997,22158537,1
rs10916337,228714902,Type 2 diabetes,1.23e-05,22158537,1
rs10916343,228727961,Type 2 diabetes,0.000655,22158537,1
rs10917234,22782602,Type 2 diabetes,0.000478,17463246,1
rs10917234,22782602,Body mass index (BMI) in Type 2 diabetes,0.000779,17463246,1
rs10917434,19707302,Type 2 diabetes,0.000872,17463246,1
rs10917759,163435598,Type 2 diabetes,0.000965,17463246,1
rs10917775,163454111,Type 2 diabetes,0.000745,17463246,1
rs10917775,163454111,Body mass index (BMI) in Type 2 diabetes,0.000745,17463246,1
rs10917775,163454111,Waist circumference in Type 2 diabetes,0.0009289999999999999,17463246,1
rs10917835,161717293,Type 2 diabetes,0.00033999999999999997,22158537,1
rs10917835,161717293,Type 2 diabetes,0.00035,22158537,1
rs10917967,164230383,Type 2 diabetes,0.0004969999999999999,17463246,1
rs10918040,164516035,Diabetic retinopathy in Type 2 diabetes mellitus,7.85e-05,23562823,1
rs10918042,164517027,Diabetic retinopathy in Type 2 diabetes mellitus,8.22e-05,23562823,1
rs10918137,161862555,Type 2 diabetes,8.52e-05,22158537,1
rs10918243,161910782,Type 2 diabetes,7.03e-05,22158537,1
rs10918341,161950399,Type 2 diabetes,8.209999999999999e-05,22158537,1
rs10919200,162305160,Type 2 diabetes,0.0005070000000000001,17463246,1
rs10919966,200502569,Type 2 diabetes,0.00015800000000000002,17463246,1
rs10919966,200502569,Type 2 diabetes,0.00015800000000000002,17463246,1
rs10919973,200520443,Type 2 diabetes,0.000878,17463246,1
rs10919973,200520443,Type 2 diabetes,0.000878,17463246,1
rs10920452,202641340,Type 2 diabetes,0.000754,17463246,1
rs10920754,190540007,Diabetic retinopathy in Type 2 diabetes mellitus,0.0009710000000000001,23562823,1
rs1092192,10822175,Type 2 diabetes,0.000848,17463246,16
rs10921998,195934627,"Type 2 diabetes, combined control dataset, gender differentiated",0.000183,17554300,1
rs10923875,120150949,Type 2 diabetes,0.000129,17463246,1
rs10923931,120517959,Type 2 diabetes,1.3000000000000001e-05,22885922,1
rs10923931,120517959,Type 2 diabetes,6.52e-05,20581827,1
rs10923931,120517959,Type 2 diabetes in lean individuals (BMI<25 Kg/m2),7e-05,22693455,1
rs10923931,120517959,Type 2 diabetes without obesity,0.00033999999999999997,20581827,1
rs10923931,120517959,Type 2 diabetes,0.0004,23209189,1
rs10924545,246364592,"Type 2 diabetes, combined control dataset, gender differentiated",0.000915,17554300,1
rs10924556,246378041,"Type 2 diabetes, combined control dataset",0.000488,17554300,1
rs10924576,246394175,"Type 2 diabetes, combined control dataset",0.000225,17554300,1
rs10924577,246394232,"Type 2 diabetes, combined control dataset",0.00038500000000000003,17554300,1
rs10924579,246394320,"Type 2 diabetes, combined control dataset",0.000341,17554300,1
rs10926141,240308382,Type 2 diabetes,0.000259,17463246,1
rs10926145,240314586,Type 2 diabetes,0.0009460000000000001,17463246,1
rs10926478,241562623,Diabetic retinopathy in Type 2 diabetes mellitus,0.000692,23562823,1
rs10927088,244064564,Type 2 diabetes,0.0005780000000000001,17463246,1
rs10927113,244198499,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000573,17554300,1
rs10927689,15484465,Type 2 diabetes,0.000133,17463246,1
rs10927910,13948765,"Type 2 diabetes, combined control dataset",0.0009369999999999999,17554300,1
rs10928513,135456759,Type 2 diabetes,5.6899999999999994e-05,23209189,2
rs10929296,239710123,"Type 2 diabetes, combined control dataset, gender differentiated",0.000611,17554300,2
rs10929965,160906931,Type 2 diabetes,0.000947,17463246,2
rs10930260,167842657,Type 2 diabetes,0.000322,17463246,2
rs10930420,171183104,Type 2 diabetes,0.000182,17463246,2
rs10930551,173225814,Type 2 diabetes,0.0009429999999999999,17463246,2
rs10930700,176320079,Type 2 diabetes,0.0008880000000000001,17463246,2
rs10931347,189182307,Type 2 diabetes,2.42e-05,17554300,2
rs10931358,189270581,Type 2 diabetes,0.000468,17463246,2
rs10931378,189594624,"Type 2 diabetes, combined control dataset",0.000496,17554300,2
rs10931414,190216503,Type 2 diabetes,0.000611,17463246,2
rs10931418,190265035,Type 2 diabetes,0.000725,17463246,2
rs10931531,193046999,Type 2 diabetes,0.000964,17463246,2
rs10931531,193046999,Weight in Type 2 diabetes,0.000964,17463246,2
rs10932047,205004122,Type 2 diabetes,0.000679,17463246,2
rs10932501,214700768,Height in Type 2 diabetes cases,0.00026000000000000003,17463246,2
rs10932501,214700768,Type 2 diabetes,0.00026000000000000003,17463246,2
rs10932793,219896981,Type 2 diabetes,0.000906,17463246,2
rs10933000,224093410,Type 2 diabetes,0.000681,17463246,2
rs10933342,231442359,Body mass index (BMI) in Type 2 diabetes,0.000312,17463246,2
rs10933342,231442359,Type 2 diabetes,0.000312,17463246,2
rs10933628,241594645,Type 2 diabetes,0.000365,17463246,2
rs10934602,122223182,Type 2 diabetes,0.0009369999999999999,17463246,3
rs10934683,124453383,Type 2 diabetes,0.000779,17463246,3
rs10934683,124453383,Weight in Type 2 diabetes,0.000779,17463246,3
rs10934685,124466520,Body mass index (BMI) in Type 2 diabetes,0.000825,17463246,3
rs10934685,124466520,Type 2 diabetes,0.000825,17463246,3
rs10934685,124466520,Weight in Type 2 diabetes,0.000883,17463246,3
rs10934876,128987899,Type 2 diabetes,0.000687,17554300,3
rs10935337,139298199,Body mass index (BMI) in Type 2 diabetes,0.000797,17463246,3
rs10935337,139298199,Type 2 diabetes,0.000797,17463246,3
rs10935547,145030556,Type 2 diabetes,0.000411,17463246,3
rs10935547,145030556,Type 2 diabetes,0.000411,17463246,3
rs10936348,162991229,Type 2 diabetes,0.000481,17463246,3
rs10936348,162991229,Type 2 diabetes,0.000481,17463246,3
rs10936633,170158128,Type 2 diabetes,0.000742,17463246,3
rs1093685,38406277,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000199,17554300,3
rs10936987,178709464,Type 2 diabetes,0.0003,17463246,3
rs10936987,178709464,Type 2 diabetes,0.0003,17463246,3
rs10936988,178712559,Type 2 diabetes,0.0003,17463246,3
rs10936988,178712559,Type 2 diabetes,0.0003,17463246,3
rs10937830,7495975,"Type 2 diabetes, combined control dataset, gender differentiated",0.000354,17554300,4
rs10937979,72525480,Type 2 diabetes,0.00010800000000000001,17463246,4
rs10937991,72911124,Type 2 diabetes,0.000772,22158537,4
rs10937999,72924616,Type 2 diabetes,0.000512,22158537,4
rs10938000,72936090,Type 2 diabetes,0.000598,22158537,4
rs10938223,42854950,Type 2 diabetes,0.000336,22158537,4
rs10938397,45182527,Type 2 diabetes,6.6e-05,19079261,4
rs10938397,45182527,Type 2 diabetes,0.00039,20935630,4
rs10938775,19892851,Type 2 diabetes,0.000217,22158537,4
rs10938827,21041975,"Type 2 diabetes, combined control dataset",0.000248,17554300,4
rs10938913,22584439,Type 2 diabetes,0.000304,17463246,4
rs10939789,18454170,Diabetic retinopathy in Type 2 diabetes mellitus,0.0009130000000000001,23562823,4
rs10939792,18483405,Diabetic retinopathy in Type 2 diabetes mellitus,0.0003,23562823,4
rs10940571,57000546,Body mass index (BMI) in Type 2 diabetes,0.000546,17463246,5
rs10940571,57000546,Type 2 diabetes,0.000546,17463246,5
rs10940572,57000717,Body mass index (BMI) in Type 2 diabetes,0.0006900000000000001,17463246,5
rs10940572,57000717,Type 2 diabetes,0.0006900000000000001,17463246,5
rs10942294,71711269,Type 2 diabetes,0.00037200000000000004,17463246,5
rs10943292,76533481,Type 2 diabetes,0.0006190000000000001,17463246,6
rs10944288,87651742,Type 2 diabetes,0.00021899999999999998,17463246,6
rs10944485,91129879,"Type 2 diabetes, combined control dataset, gender differentiated",0.000801,17554300,6
rs10945454,168304320,"Type 2 diabetes, gender differentiated",0.00041799999999999997,17554300,6
rs10946384,20495546,Type 2 diabetes,1.7e-05,19401414,6
rs10946398,20661034,Type 2 diabetes,2.9999999999999997e-05,19056611,6
rs10946398,20661034,Obesity in type 2 diabetes (body mass index (BMI)),4e-05,19056611,6
rs10946398,20661034,Type 2 diabetes,4.07e-05,22456796,6
rs10946553,22388887,Type 2 diabetes,0.000323,17463246,6
rs10946732,24872443,Type 2 diabetes,0.000874,17463246,6
rs10947508,34480637,Type 2 diabetes,0.000875,17463246,6
rs10947710,38002748,Type 2 diabetes,8.25e-05,22158537,6
rs10947907,40642643,Type 2 diabetes,0.0006309999999999999,17463246,6
rs10948262,45840604,Type 2 diabetes,0.000391,17463246,6
rs10948268,45962471,Type 2 diabetes,0.00020299999999999997,22158537,6
rs10948268,45962471,Type 2 diabetes,0.0008470000000000001,22158537,6
rs10948303,46733103,Diabetic retinopathy in Type 2 diabetes mellitus,0.00040599999999999995,23562823,6
rs10948305,46745678,Diabetic retinopathy in Type 2 diabetes mellitus,0.000152,23562823,6
rs10948669,51941459,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.0008539999999999999,17554300,6
rs10948847,54604517,Height in Type 2 diabetes cases,6.790000000000001e-05,17463246,6
rs10948847,54604517,Weight in Type 2 diabetes,0.00085,17463246,6
rs10948852,54656673,Type 2 diabetes,0.00085,17463246,6
rs1095014,19756008,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00040599999999999995,21150874,2
rs10950161,68454882,"Type 2 diabetes, combined control dataset",0.000526,17554300,7
rs10950200,69865264,"Type 2 diabetes, combined control dataset",0.000273,17554300,7
rs10950275,71167363,Type 2 diabetes,0.000436,17463246,7
rs10950383,12154013,Type 2 diabetes,0.000906,17463246,7
rs10950384,12154082,Type 2 diabetes,0.000627,22961080,7
rs10950832,906628,Type 2 diabetes,0.00034500000000000004,17463246,7
rs10951130,26385826,Type 2 diabetes,0.0008439999999999999,17463246,7
rs10951706,43029457,Type 2 diabetes,0.0007700000000000001,17463246,7
rs10952633,145413106,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000133,21150874,7
rs10952650,146360917,Diabetes Mellitus,1.24e-05,pha003059,7
rs10953331,100932330,Type 2 diabetes,0.000672,17554300,7
rs10953493,105790965,Type 2 diabetes,0.000825,17463246,7
rs10953518,106399882,Type 2 diabetes,0.00054,17463246,7
rs10953726,112848629,Type 2 diabetes,0.000156,17554300,7
rs10953851,79027958,Type 2 diabetes,0.0008210000000000001,17463246,7
rs10954646,139061069,"Type 2 diabetes, combined control dataset, gender differentiated",0.0005110000000000001,17554300,7
rs10954654,139359087,Type 2 diabetes,2.8000000000000003e-05,17463248,7
rs10955280,103118797,Type 2 diabetes,0.00031600000000000004,17463246,8
rs1095575,39110284,Type 2 diabetes,0.000328,17463246,12
rs10956341,127908177,"Type 2 diabetes, combined control dataset",0.00037400000000000004,17554300,8
rs10956649,91431075,Waist hip ratio in Type 2 diabetes,0.000982,17463246,8
rs10956832,93346831,Type 2 diabetes,0.000585,17554300,8
rs10956902,95132887,Type 2 diabetes,0.000292,17463246,8
rs10956944,96282926,"Type 2 diabetes, combined control dataset, gender differentiated",0.000908,17554300,8
rs10957469,70077344,Type 2 diabetes,0.00038700000000000003,17463246,8
rs10958000,82055665,Type 2 diabetes,0.000799,17463246,8
rs10958000,82055665,Height in Type 2 diabetes cases,0.000799,17463246,8
rs10958138,83958106,Type 2 diabetes,0.000563,17463246,8
rs10958172,84672003,Type 2 diabetes,1.4099999999999999e-05,22158537,8
rs10958172,84672003,Type 2 diabetes,0.000151,22158537,8
rs10959196,10606301,Type 2 diabetes,0.000736,17463246,9
rs10959917,11549065,Type 2 diabetes,0.000534,17463246,9
rs10959964,11583747,Type 2 diabetes,0.0008439999999999999,17463246,9
rs10959970,11586357,Type 2 diabetes,0.000408,17463246,9
rs10960101,11696306,Type 2 diabetes,0.00038700000000000003,17463246,9
rs10960106,11701727,Type 2 diabetes,0.00037799999999999997,17463246,9
rs10961025,1342328,Type 2 diabetes,0.0006730000000000001,17463246,9
rs10961025,1342328,Waist hip ratio in Type 2 diabetes,0.0006730000000000001,17463246,9
rs10961250,1387505,Type 2 diabetes,0.0009689999999999999,17463246,9
rs10961949,15276926,Type 2 diabetes,0.000758,17463246,9
rs10961949,15276926,Body mass index (BMI) in Type 2 diabetes,0.000758,17463246,9
rs10962244,15980320,Type 2 diabetes,0.000424,17463246,9
rs10962668,16894140,Type 2 diabetes,0.0009689999999999999,17463246,9
rs10962939,17247143,"Type 2 diabetes, combined control dataset, gender differentiated",0.0005009999999999999,17554300,9
rs10963171,17636427,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.00040199999999999996,17554300,9
rs10963742,18742684,"Type 2 diabetes, gender differentiated",9.779999999999999e-05,17554300,9
rs10965245,22130515,Type 2 diabetes,1.93e-05,22158537,9
rs10965250,22133284,Type 2 diabetes,1.7e-05,21874001,9
rs10965250,22133284,Type 2 diabetes (males),0.00026000000000000003,21874001,9
rs10965250,22133284,Type 2 diabetes,0.000312,22158537,9
rs10965250,22133284,Gestational diabetes mellitus,0.00042,22233651,9
rs10965250,22133284,Type 2 diabetes,0.00045999999999999996,20862305,9
rs10966249,2425127,Glycemic response to metformin in type 2 diabetes,4.7799999999999996e-05,21186350,9
rs10966576,24932377,Type 2 diabetes,0.000593,17463246,9
rs10966811,25233484,Type 2 diabetes,0.000321,17463246,9
rs10966833,25281912,Type 2 diabetes,0.000121,17463246,9
rs1096699,43528441,Height in Type 2 diabetes cases,0.00047999999999999996,17463246,6
rs1096699,43528441,Type 2 diabetes,0.00047999999999999996,17463246,6
rs10968725,28695002,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000217,21150874,9
rs10971472,3342398,Type 2 diabetes,0.000976,17463246,9
rs10971833,33988706,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000667,17554300,9
rs10972436,35330294,Type 2 diabetes,0.000234,17463246,9
rs10973348,3755197,"Type 2 diabetes, combined control dataset",0.000343,17554300,9
rs10973789,38406178,Type 2 diabetes,0.00014199999999999998,17463246,9
rs10976062,7138349,Type 2 diabetes,0.000592,17463246,9
rs10976088,7174813,Type 2 diabetes,0.000105,17463246,9
rs10976414,7573560,Type 2 diabetes,0.000117,17463246,9
rs10976693,7970004,Type 2 diabetes,0.000984,17463246,9
rs10978630,109530035,Type 2 diabetes,0.00037400000000000004,17463246,9
rs10978666,109652983,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00018999999999999998,21150874,9
rs10979424,111405228,Waist hip ratio in Type 2 diabetes,0.000549,17463246,9
rs10979424,111405228,Type 2 diabetes,0.000549,17463246,9
rs10979615,111698789,Type 2 diabetes,0.000463,17463246,9
rs10979615,111698789,Weight in Type 2 diabetes,0.000463,17463246,9
rs10979684,111845798,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000834,17554300,9
rs10980437,113310476,Type 2 diabetes,0.000145,22158537,9
rs10980437,113310476,Type 2 diabetes,0.000213,22158537,9
rs10980827,113980690,Waist circumference in Type 2 diabetes,0.0004,17463246,9
rs10980827,113980690,Type 2 diabetes,0.0004,17463246,9
rs10981835,116349298,"Type 2 diabetes, combined control dataset",0.000269,17554300,9
rs10982031,116776289,Type 2 diabetes,0.000538,17463246,9
rs10982134,117050998,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,2.9299999999999997e-05,21150874,9
rs10982239,117245086,Type 2 diabetes,0.000625,17463246,9
rs10982716,118137199,Body mass index (BMI) in Type 2 diabetes,0.000258,17463246,9
rs10982794,118312655,Type 2 diabetes,0.000917,17463246,9
rs10983119,119137180,Type 2 diabetes,6.3e-05,21874001,9
rs10984029,121227711,"Type 2 diabetes, gender differentiated",0.000475,17554300,9
rs10984415,121884167,Glycemic response to metformin in type 2 diabetes,6.82e-05,21186350,9
rs10984684,122522318,Type 2 diabetes,0.000539,17463246,9
rs10986439,101262400,Waist circumference in Type 2 diabetes,0.000236,17463246,9
rs10986439,101262400,Type 2 diabetes,0.000236,17463246,9
rs10987807,130753031,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000171,17554300,9
rs10989375,103835356,"Type 2 diabetes, combined control dataset, gender differentiated",0.00044,17554300,9
rs10989383,103839683,"Type 2 diabetes, combined control dataset, gender differentiated",0.000352,17554300,9
rs10989523,104230977,Type 2 diabetes,0.0006190000000000001,17463246,9
rs10989818,104860673,Type 2 diabetes,0.0008230000000000001,17463246,9
rs10989818,104860673,Height in Type 2 diabetes cases,0.0008230000000000001,17463246,9
rs10989825,104868071,Height in Type 2 diabetes cases,4.6299999999999994e-05,17463246,9
rs10989826,104868110,Height in Type 2 diabetes cases,4.68e-05,17463246,9
rs10989864,104898358,Height in Type 2 diabetes cases,0.000512,17463246,9
rs10990210,105401385,Type 2 diabetes,0.000352,22158537,9
rs10990213,105404348,Type 2 diabetes,0.00024300000000000002,22158537,9
rs10990214,105405434,Type 2 diabetes,0.000315,22158537,9
rs10990221,105417046,Type 2 diabetes,0.000221,22158537,9
rs10990221,105417046,Type 2 diabetes,0.0007700000000000001,22158537,9
rs10990223,105417668,Type 2 diabetes,0.000337,22158537,9
rs10991125,106917770,Type 2 diabetes,0.000325,23300278,9
rs10991330,107384394,Type 2 diabetes,0.00021,17463246,9
rs10991561,107917632,"Type 2 diabetes, combined control dataset",0.000956,17554300,9
rs10991677,108271902,Type 2 diabetes,0.0009310000000000001,17463246,9
rs10991703,93704841,Type 2 diabetes,0.000424,22158537,9
rs10991704,93704904,Type 2 diabetes,0.0008029999999999999,22158537,9
rs10991705,93704926,Type 2 diabetes,0.000681,22158537,9
rs10991963,94276025,Type 2 diabetes,0.000136,17463246,9
rs10991988,94326186,Type 2 diabetes,0.00020800000000000001,17463246,9
rs10992338,92704074,Type 2 diabetes,0.000736,17463246,9
rs10992338,92704074,Body mass index (BMI) in Type 2 diabetes,0.000736,17463246,9
rs10992367,95323135,Weight in Type 2 diabetes,0.000245,17463246,9
rs10992367,95323135,Type 2 diabetes,0.000245,17463246,9
rs10992447,95509733,Weight in Type 2 diabetes,0.000221,17463246,9
rs10992447,95509733,Type 2 diabetes,0.000221,17463246,9
rs10992447,95509733,Body mass index (BMI) in Type 2 diabetes,0.0004980000000000001,17463246,9
rs10992448,95514833,Type 2 diabetes,0.00015800000000000002,17463246,9
rs10992448,95514833,Weight in Type 2 diabetes,0.00015800000000000002,17463246,9
rs10992448,95514833,Body mass index (BMI) in Type 2 diabetes,0.0009460000000000001,17463246,9
rs10992460,95536447,Type 2 diabetes,0.000146,17463246,9
rs10992460,95536447,Weight in Type 2 diabetes,0.000146,17463246,9
rs10992460,95536447,Body mass index (BMI) in Type 2 diabetes,0.0008730000000000001,17463246,9
rs10993008,93085382,Type 2 diabetes,2.7000000000000002e-05,17460697,9
rs10994499,62516545,Waist circumference in Type 2 diabetes,1.56e-05,17463246,10
rs10994499,62516545,Body mass index (BMI) in Type 2 diabetes,0.000166,17463246,10
rs10994856,52645248,Type 2 diabetes,0.00047999999999999996,22158537,10
rs10995225,52739809,Type 2 diabetes,0.000458,17463246,10
rs10995278,64454497,Type 2 diabetes,0.000546,17463246,10
rs10995278,64454497,Type 2 diabetes,0.000546,17463246,10
rs10995307,64552242,Type 2 diabetes,2.9600000000000005e-05,18372903,10
rs10995932,66375794,Type 2 diabetes,0.000478,17463246,10
rs10995933,66375958,Type 2 diabetes,0.000312,17463246,10
rs10997306,68449231,Type 2 diabetes,0.000614,17463246,10
rs10997427,68639036,Type 2 diabetes,0.0009310000000000001,17463246,10
rs10998476,70657078,Type 2 diabetes,0.000533,17463246,10
rs10998853,71306308,Type 2 diabetes,0.000308,22158537,10
rs10999746,73007924,Type 2 diabetes,0.0008289999999999999,17463246,10
rs11000542,53799265,Type 2 diabetes,7.04e-05,17554300,10
rs11000607,75089778,"Type 2 diabetes, combined control dataset, gender differentiated",0.0008089999999999999,17554300,10
rs11000621,75117604,"Type 2 diabetes, combined control dataset, gender differentiated",0.000241,17554300,10
rs11001401,77225753,Type 2 diabetes,0.000176,20818381,10
rs11001471,77453942,Type 2 diabetes,0.000967,17463246,10
rs11002016,54190471,"Type 2 diabetes, combined control dataset, gender differentiated",0.000877,17554300,10
rs11002832,80880435,Waist hip ratio in Type 2 diabetes,0.000509,17463246,10
rs11002832,80880435,Type 2 diabetes,0.0005099999999999999,17463246,10
rs11002835,80880900,Waist hip ratio in Type 2 diabetes,0.000778,17463246,10
rs11002835,80880900,Type 2 diabetes,0.000778,17463246,10
rs11003226,54624622,Type 2 diabetes,0.00075,20862305,10
rs11003283,54717081,Type 2 diabetes,0.00021899999999999998,17463246,10
rs11003285,54717187,Type 2 diabetes,0.000192,17463246,10
rs11003389,54865961,"Type 2 diabetes, combined control dataset",0.00028900000000000003,17554300,10
rs11005618,58811656,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,2.9199999999999998e-05,21150874,10
rs11005656,58893093,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,9.6e-05,21150874,10
rs1100694,145079941,Type 2 diabetes,0.000728,17463246,7
rs11007003,28597308,"Type 2 diabetes, combined control dataset",0.000198,17554300,10
rs11008612,32016090,Type 2 diabetes,0.000796,17463246,10
rs11009346,19583989,Type 2 diabetes,0.000715,17463246,10
rs11009507,34025041,"Type 2 diabetes, combined control dataset",3.35e-05,17554300,10
rs11010891,37093820,Type 2 diabetes,0.0008539999999999999,17463246,10
rs11010945,37196005,Type 2 diabetes,0.0009449999999999999,17463246,10
rs11012000,20649284,"Type 2 diabetes, combined control dataset, gender differentiated",0.000983,17554300,10
rs11012515,21369034,Type 2 diabetes,0.000545,17463246,10
rs11012515,21369034,Type 2 diabetes,0.000545,17463246,10
rs11012962,22641914,"Type 2 diabetes, combined control dataset, gender differentiated",0.00016299999999999998,17554300,10
rs11014393,25377295,Type 2 diabetes,0.0009720000000000001,17463246,10
rs11015025,26566456,Type 2 diabetes,0.00028700000000000004,17463246,10
rs11015796,27745470,Type 2 diabetes,0.000657,17463246,10
rs11016778,131195759,Type 2 diabetes,0.000412,17463246,10
rs11017159,132048398,Type 2 diabetes,0.000156,17463246,10
rs11017159,132048398,Body mass index (BMI) in Type 2 diabetes,0.00028199999999999997,17463246,10
rs11017236,132199481,Body mass index (BMI) in Type 2 diabetes,0.000436,17463246,10
rs11017236,132199481,Type 2 diabetes,0.000436,17463246,10
rs11018629,89206964,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.00023500000000000002,17554300,11
rs11018956,90008163,Waist hip ratio in Type 2 diabetes,0.000306,17463246,11
rs11018956,90008163,Type 2 diabetes,0.000306,17463246,11
rs11020780,94158034,Type 2 diabetes,0.000325,17463246,11
rs11020946,94538849,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000769,17554300,11
rs11021059,94894963,Type 2 diabetes,2.22e-05,17554300,11
rs11021127,95053298,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00021099999999999998,21150874,11
rs11021127,95053298,Waist circumference in Type 2 diabetes,0.000978,17463246,11
rs11021127,95053298,Type 2 diabetes,0.000978,17463246,11
rs11021732,2241272,Type 2 diabetes,0.000442,17463246,11
rs11021844,11441428,Type 2 diabetes,0.000824,17463246,11
rs11021927,11576549,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000379,21150874,11
rs11021985,11700746,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.0009390000000000001,17554300,11
rs11022119,12050652,Type 2 diabetes,0.000223,17463246,11
rs11022119,12050652,Weight in Type 2 diabetes,0.000223,17463246,11
rs11022222,12194758,Type 2 diabetes,0.00031299999999999996,17463246,11
rs11022344,12434458,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.00015900000000000002,17554300,11
rs11022346,12434945,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000984,17554300,11
rs11022406,12569824,Type 2 diabetes,0.000739,22158537,11
rs11022544,12933341,Type 2 diabetes,0.0009550000000000001,17554300,11
rs11022858,13526633,Type 2 diabetes,0.0007700000000000001,17463246,11
rs11022887,13584776,Type 2 diabetes,0.000874,17463246,11
rs11023689,15720177,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.00043099999999999996,17554300,11
rs11023888,16263727,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.0009880000000000002,17554300,11
rs11024263,17372860,Type 2 diabetes,0.000455,22158537,11
rs11024273,17412717,Type 2 diabetes,0.00011899999999999999,22158537,11
rs11024273,17412717,Type 2 diabetes,0.0004980000000000001,17463246,11
rs11025826,20963106,Type 2 diabetes,0.000294,17463246,11
rs11025829,20967720,Type 2 diabetes,0.00024900000000000004,17463246,11
rs11026216,21785863,Type 2 diabetes,0.000218,22158537,11
rs11026708,3378063,"Type 2 diabetes, combined control dataset",3.84e-05,17554300,11
rs11029694,26773651,"Type 2 diabetes, combined control dataset, gender differentiated",0.000792,17554300,11
rs11030877,29957760,"Type 2 diabetes, combined control dataset, gender differentiated",0.0008990000000000001,17554300,11
rs11031700,32324260,"Type 2 diabetes, combined control dataset",0.0008939999999999999,17554300,11
rs11031762,32407854,Type 2 diabetes,0.00047400000000000003,17463246,11
rs11031791,32469729,Type 2 diabetes,0.000226,17554300,11
rs11032381,4492529,Type 2 diabetes,0.000411,17463246,11
rs11032839,34777725,"Type 2 diabetes, combined control dataset",0.00049,17554300,11
rs11033071,35347685,Type 2 diabetes,0.00024900000000000004,17463246,11
rs11033260,35753511,Type 2 diabetes,0.000173,17463246,11
rs11034685,4946345,Type 2 diabetes,0.000556,17463246,11
rs11036238,5225635,Type 2 diabetes,0.000252,17463246,11
rs11036238,5225635,Waist circumference in Type 2 diabetes,0.000252,17463246,11
rs11036577,41835884,Type 2 diabetes,2.1e-05,17463248,11
rs11036600,41867075,Type 2 diabetes,2e-05,17463248,11
rs11036622,41916166,Type 2 diabetes,6.9e-05,17463248,11
rs11036624,41921670,Type 2 diabetes,6.8e-05,17463248,11
rs11036628,41924776,Type 2 diabetes,1.8e-05,17463248,11
rs11036642,41984421,Type 2 diabetes,3.3e-05,17463248,11
rs11036649,42008948,Type 2 diabetes,3.1e-05,17463248,11
rs11036652,42014693,Type 2 diabetes,3.5e-05,17463248,11
rs11037623,43796734,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",9.08e-05,17554300,11
rs11037909,44255614,Type 2 diabetes,1.3300000000000001e-05,17293876,11
rs11038695,45878461,"Type 2 diabetes, combined control dataset",0.000938,17554300,11
rs1103909,10342518,Body mass index (BMI) in Type 2 diabetes,0.00037200000000000004,17463246,16
rs1103909,10342518,Type 2 diabetes,0.00037200000000000004,17463246,16
rs11039329,47684908,Type 2 diabetes,0.00095,17463246,11
